"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"28","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-229_GS13-6-2011_8124589","Sample-Routine","Water","Surface Water",2011-06-13,"11:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94576","BIOMONITORING - WETLAND","MEDEP_WQX-95136",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-13,NA,NA,NA,NA,NA,"STORET",2011-06-13 16:30:00,NA
"29","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-141_GS23-6-2011_8118236","Sample-Routine","Water","Surface Water",2011-06-23,"11:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61039","BIOMONITORING - WETLAND","MEDEP_WQX-61609",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",22,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-24,NA,NA,NA,NA,NA,"STORET",2011-06-23 16:00:00,NA
"30","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-145_GS21-6-2011_8121740","Sample-Routine","Water","Surface Water",2011-06-21,"09:20:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61043","BIOMONITORING - WETLAND","MEDEP_WQX-61616",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-24,NA,NA,NA,NA,NA,"STORET",2011-06-21 14:20:00,NA
"31","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_44_20111024_W_0.2_EF_0","Field Msr/Obs","Water",NA,2011-10-24,"10:20:00","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_44","General Comments: other = jesse wheeler Site Observations: other = jesse wheeler",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",215,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-10-24,NA,NA,NA,NA,NA,"STORET",2011-10-24 14:20:00,NA
"32","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_36_20110420_W_0.5_EF_0","Field Msr/Obs","Water",NA,2011-04-20,"11:50:00","EDT",NA,NA,NA,0.5,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_36","Site Observations: sample collected at south shore, east of the boat launch. collected on 4/20/11",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",128,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-04-20,NA,NA,NA,NA,NA,"STORET",2011-04-20 15:50:00,NA
"33","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-149_GS22-6-2011_8121948","Sample-Routine","Water","Surface Water",2011-06-22,"13:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61047","BIOMONITORING - WETLAND","MEDEP_WQX-61632",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",1,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-24,NA,NA,NA,NA,NA,"STORET",2011-06-22 18:00:00,NA
"34","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_41_20111018_W_0.5_EF_0","Field Msr/Obs","Water",NA,2011-10-18,"10:06:00","EDT",NA,NA,NA,0.5,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_41","General Comments: other = MLK, Melanie Klein, interp intern Site Observations: other = MLK, Melanie Klein, interp intern",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",353,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-10-18,NA,NA,NA,NA,NA,"STORET",2011-10-18 14:06:00,NA
"35","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-235_GS28-6-2011_8125002","Sample-Routine","Water","Surface Water",2011-06-28,"10:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94580","BIOMONITORING - WETLAND","MEDEP_WQX-95154",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",6,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-29,NA,NA,NA,NA,NA,"STORET",2011-06-28 15:30:00,NA
"36","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_35_20111024_W_0.2_EF_0","Field Msr/Obs","Water",NA,2011-10-24,"14:25:00","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_35","General Comments: other = jesse wheeler Site Observations: other = jesse wheeler",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",153,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-10-24,NA,NA,NA,NA,NA,"STORET",2011-10-24 18:25:00,NA
"37","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_17_20110426_W_0.5_EF_0","Field Msr/Obs","Water",NA,2011-04-26,"10:35:00","EDT",NA,NA,NA,0.5,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_17","General Comments: Sampled at outlet. Weather Conditions: Sampling during drizzle, after rain event Site Observations: Sampled during drizzle, after rain event",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",121,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-04-26,NA,NA,NA,NA,NA,"STORET",2011-04-26 14:35:00,NA
"38","11113300","New Hampshire Department Of Environmental Services","11113300-2011-2261","Sample-Routine","Water",NA,2011-07-21,"10:30:00","EDT",2011-07-21,NA,NA,0,"m","SURFACE",NA,NA,NA,NA,"ARMP",NA,"11113300-01-AND","ALL FIELD MEASUREMENTS TAKEN BY HANDHELD METERS.   STATE LAB ID = A106360001;",NA,NA,NA,"RIVERTRIP","NEW HAMPSHIRE DEPARTMENT OF ENVIRONMENTAL SERVICES","AMBIENT AND VRAP SAMPLING PROCEDURES","Water Sampler (Other)","Not Detected","Chloride","Total",NA,"mg/l",NA,"Validated",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D512(C)","ASTM","Chloride in Water by ISE-Cl",NA,"LIMNOLOGY LAB - WATERSHED MANAGEMENT BUREAU - NHDES",NA,NA,"Lower Reporting Limit",3,"mg/l",NA,"STORET",2011-07-21 14:30:00,NA
"39","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-236_GS28-6-2011_8125009","Sample-Routine","Water","Surface Water",2011-06-28,"13:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94595","BIOMONITORING - WETLAND","MEDEP_WQX-95148",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-29,NA,NA,NA,NA,NA,"STORET",2011-06-28 18:00:00,NA
"40","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-146_GS16-6-2011_8118230","Sample-Routine","Water","Surface Water",2011-06-16,"12:00:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61044","BIOMONITORING - WETLAND","MEDEP_WQX-61620",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",3,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-18,NA,NA,NA,NA,NA,"STORET",2011-06-16 17:00:00,NA
"41","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_14_20110419_W_0.5_EF_0","Field Msr/Obs","Water",NA,2011-04-19,"15:09:00","EDT",NA,NA,NA,0.5,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_14","General Comments: Sampled on west side of pond, about 1/2 way down length of pond. Site Observations: sample collected on west shore, on 4/19/11.  deployed both sondes, spare sonde had eratic pH. need to clean and re-cal.",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",119,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-04-19,NA,NA,NA,NA,NA,"STORET",2011-04-19 19:09:00,NA
"42","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_38_20111024_W_0.2_EF_0","Field Msr/Obs","Water",NA,2011-10-24,"12:10:00","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_38","Weather Conditions: other = jesse wheeler Site Observations: other = jesse wheeler",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",220,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2011-10-24,NA,NA,NA,NA,NA,"STORET",2011-10-24 16:10:00,NA
"43","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-231_GS20-6-2011_8124836","Sample-Routine","Water","Surface Water",2011-06-20,"10:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94594","BIOMONITORING - WETLAND","MEDEP_WQX-95140",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2011-06-24,NA,NA,NA,NA,NA,"STORET",2011-06-20 15:30:00,NA
"44","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_40_20081027_W_0.1_EF_0","Field Msr/Obs","Water",NA,2008-10-27,"11:58:42","EDT",NA,NA,NA,0.1,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_40","General Comments:  ysi: EAA",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",223,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2008-10-27,NA,NA,NA,NA,NA,"STORET",2008-10-27 15:58:42,NA
"45","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-3725144_N26-8-08SW","Sample-Routine","Water","Surface Water",2008-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76303","RIVERS-STREAM TMDL","MEDEP_WQX-76559",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",91,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2008-08-26,NA,NA,NA,NA,NA,"STORET",NA,NA
"46","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_15_20080430_W_0.2_EF_0","Field Msr/Obs","Water",NA,2008-04-30,"13:10:00","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_15","General Comments: No Secchi- sampled with throw bottle from ledges. Water sample time 1330.",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",189,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2008-04-30,NA,NA,NA,NA,NA,"STORET",2008-04-30 17:10:00,NA
"47","11113300","New Hampshire Department Of Environmental Services","11113300-2008-3147","Quality Control Sample-Field Replicate","Water",NA,2008-07-21,"11:00:00","EDT",2008-07-21,NA,NA,0,"m","SURFACE",NA,NA,NA,NA,"ARMP",NA,"11113300-01-SAC","STATE LAB ID = A807087003 WEATHER:CLOUDY WITHOUT RAIN, CALM, 60S. WATER AT BANKFUL. CANNOT SEE BOTTOM AS IN PAST YEARS. THE LARGE BEACH DOWNSTREAM OF BRIDGE IS MOSTLY SUBMERGED, LOTS OF DEBRIS FLOATING ON SUFACE.;",NA,NA,NA,"RIVERTRIP","NEW HAMPSHIRE DEPARTMENT OF ENVIRONMENTAL SERVICES","AMBIENT AND VRAP SAMPLING PROCEDURES","Water Sampler (Other)",NA,"Chloride","Total",8.7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325.2","USEPA","Chloride by Colorimetric Analysis II","https://www.nemi.gov/methods/method_summary/5765/","NH DEPARTMENT OF ENVIRONMENTAL SERVICES",2008-07-22,NA,"Lower Reporting Limit",3,"mg/l",NA,"STORET",2008-07-21 15:00:00,NA
"48","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-195_GS1-7-2008_3302625","Sample-Routine","Water","Surface Water",2008-07-01,"13:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74000","BIOMONITORING - WETLAND","MEDEP_WQX-75590",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",1,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2008-07-02,NA,NA,NA,NA,NA,"STORET",2008-07-01 18:30:00,NA
"49","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_44_20080429_W_0.2_EF_0","Field Msr/Obs","Water",NA,2008-04-29,"12:20:00","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_44","General Comments: No Secchi- sampled at outlet. Ran YSI in lab on 4/30.",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",253,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2008-04-29,NA,NA,NA,NA,NA,"STORET",2008-04-29 16:20:00,NA
"50","11113300","New Hampshire Department Of Environmental Services","11113300-2008-3145","Sample-Routine","Water",NA,2008-07-21,"09:30:00","EDT",2008-07-21,NA,NA,0,"m","SURFACE",NA,NA,NA,NA,"ARMP",NA,"11113300-01-AND","STATE LAB ID = A807087001 HIGH FLOW.  WATER AT BANK FULL.;",NA,NA,NA,"RIVERTRIP","NEW HAMPSHIRE DEPARTMENT OF ENVIRONMENTAL SERVICES","AMBIENT AND VRAP SAMPLING PROCEDURES","Water Sampler (Other)","Not Detected","Chloride","Total",NA,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325.2","USEPA","Chloride by Colorimetric Analysis II","https://www.nemi.gov/methods/method_summary/5765/","NH DEPARTMENT OF ENVIRONMENTAL SERVICES",2008-07-22,NA,"Lower Reporting Limit",3,"mg/l",NA,"STORET",2008-07-21 13:30:00,NA
"51","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_50_20081020_W_0.2_EF_0","Field Msr/Obs","Water",NA,2008-10-20,"12:00:44","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_50","General Comments: No Secchi reading.  Used throwbottle to sample. Sample time 1300.  ACAD lab pH: 4.95, spcond: 21.6",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",82,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2008-10-20,NA,NA,NA,NA,NA,"STORET",2008-10-20 16:00:44,NA
"52","11113300","New Hampshire Department Of Environmental Services","11113300-2008-3146","Sample-Routine","Water",NA,2008-07-21,"11:00:00","EDT",2008-07-21,NA,NA,0,"m","SURFACE",NA,NA,NA,NA,"ARMP",NA,"11113300-01-SAC","STATE LAB ID = A807087002 WEATHER:CLOUDY WITHOUT RAIN, CALM, 60S. WATER AT BANKFUL. CANNOT SEE BOTTOM AS IN PAST YEARS. THE LARGE BEACH DOWNSTREAM OF BRIDGE IS MOSTLY SUBMERGED, LOTS OF DEBRIS FLOATING ON SUFACE.;",NA,NA,NA,"RIVERTRIP","NEW HAMPSHIRE DEPARTMENT OF ENVIRONMENTAL SERVICES","AMBIENT AND VRAP SAMPLING PROCEDURES","Water Sampler (Other)",NA,"Chloride","Total",8.9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325.2","USEPA","Chloride by Colorimetric Analysis II","https://www.nemi.gov/methods/method_summary/5765/","NH DEPARTMENT OF ENVIRONMENTAL SERVICES",2008-07-22,NA,"Lower Reporting Limit",3,"mg/l",NA,"STORET",2008-07-21 15:00:00,NA
"53","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-3725157_N26-8-08SW","Sample-Routine","Water","Surface Water",2008-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76312","RIVERS-STREAM TMDL","MEDEP_WQX-76568",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",280,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2008-08-26,NA,NA,NA,NA,NA,"STORET",NA,NA
"54","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-172_GS9-6-2008_3141978","Sample-Routine","Water","Surface Water",2008-06-09,"12:30:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73973","BIOMONITORING - WETLAND","MEDEP_WQX-75230",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",7,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2008-06-11,NA,NA,NA,NA,NA,"STORET",2008-06-09 17:30:00,NA
"55","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NETN_ACAD_41_20080428_W_0.2_EF_0","Field Msr/Obs","Water",NA,2008-04-28,"10:30:00","EDT",NA,NA,NA,0.2,"m",NA,NA,NA,NA,NA,"NETN_WQ",NA,"11NPSWRD_WQX-NETN_ACAD_41","General Comments: No Secchi- sampled at Ikes Pt., wading.",NA,NA,NA,"NETN_DISCRETE_WS_GH","11NPSWRD","Sample (for laboratory analysis) collected directly into sample bottle using gloved hand, 0.2 to 0.5m below water surfac","Water Bottle",NA,"Chloride","Total",384,"ueq/L",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.0","USEPA","Determination of Inorganic Anions by Ion Chromatography",NA,"Sawyer Environmental Chemistry Research Laboratory",2008-04-28,NA,NA,NA,NA,NA,"STORET",2008-04-28 14:30:00,NA
"56","MEDEP_WQX","Maine Department Of Environmental Protection","MEDEP_WQX-W-185_GS19-6-2008_3302590","Sample-Routine","Water","Surface Water",2008-06-19,"09:45:00","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73990","BIOMONITORING - WETLAND","MEDEP_WQX-75570",NA,NA,NA,NA,"GS","MEDEP_WQX","GRAB SAMPLE","Miscellaneous (Other)",NA,"Chloride","Total",9,"mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","USEPA","Inorganic Anions by Ion Chromatography","https://www.nemi.gov/methods/method_summary/4680/","HEALTH AND ENVIRONMENTAL TESTING LAB-HETL",2008-06-21,NA,NA,NA,NA,NA,"STORET",2008-06-19 14:45:00,NA
